loinc	scale	interpretation	hpoTermId
LOINC:2139-4	Qn	N	HP:0012112
LOINC:2139-4	Qn	H	HP:0032362
LOINC:2141-0	Qn	L	HP:0002920
LOINC:2141-0	Qn	N	HP:0011043
LOINC:2141-0	Qn	H	HP:0003154
LOINC:2143-6	Qn	L	HP:0008163
LOINC:2143-6	Qn	N	HP:0011731
LOINC:2143-6	Qn	H	HP:0003118
LOINC:2157-6	Qn	N	HP:0040081
LOINC:2157-6	Qn	H	HP:0003236
LOINC:2160-0	Qn	L	HP:0012101
LOINC:2160-0	Qn	N	HP:0012100
LOINC:2160-0	Qn	H	HP:0003259
LOINC:2161-8	Qn	N	HP:0001939
LOINC:2161-8	Qn	H	HP:0012100
LOINC:2191-5	Qn	L	HP:0031215
LOINC:2191-5	Qn	N	HP:0031215
LOINC:2193-1	Qn	L	HP:0031214
LOINC:2193-1	Qn	N	HP:0031214
LOINC:2218-6	Qn	L	HP:0045012
LOINC:2218-6	Qn	N	HP:0011281
LOINC:2218-6	Qn	H	HP:0011979
LOINC:2243-4	Qn	L	HP:0008214
LOINC:2243-4	Qn	N	HP:0025133
LOINC:2243-4	Qn	H	HP:0025134
LOINC:2258-2	Qn	L	HP:0008214
LOINC:2258-2	Qn	N	HP:0025138
LOINC:2258-2	Qn	H	HP:0025139
LOINC:2276-4	Qn	L	HP:0012343
LOINC:2276-4	Qn	N	HP:0040133
LOINC:2276-4	Qn	H	HP:0003281
LOINC:2282-2	Qn	L	HP:0100507
LOINC:2282-2	Qn	N	HP:0012335
LOINC:2282-2	Qn	H	HP:0032164
LOINC:2283-0	Qn	L	HP:0100507
LOINC:2283-0	Qn	N	HP:0012335
LOINC:2283-0	Qn	H	HP:0032164
LOINC:2284-8	Qn	L	HP:0100507
LOINC:2284-8	Qn	N	HP:0012335
LOINC:2284-8	Qn	H	HP:0032164
LOINC:2290-5	Qn	L	HP:0030344
LOINC:2290-5	Qn	N	HP:0030345
LOINC:2290-5	Qn	H	HP:0011969
LOINC:2306-9	Ord	NEG	HP:0012024
LOINC:2306-9	Ord	POS	HP:0012024
LOINC:2307-7	Qn	N	HP:0012024
LOINC:2307-7	Qn	H	HP:0012024
LOINC:2308-5	Qn	N	HP:0012024
LOINC:2308-5	Qn	H	HP:0012024
LOINC:2309-3	Ord	NEG	HP:0012023
LOINC:2309-3	Ord	POS	HP:0012023
LOINC:2310-1	Qn	N	HP:0012023
LOINC:2310-1	Qn	H	HP:0012023
LOINC:2324-2	Qn	N	HP:0030948
LOINC:2324-2	Qn	H	HP:0030948
LOINC:2333-3	Qn	N	HP:0500166
LOINC:2333-3	Qn	H	HP:0500167
LOINC:2336-6	Qn	L	HP:0032312
LOINC:2336-6	Qn	N	HP:0032179
LOINC:2336-6	Qn	H	HP:0032311
LOINC:2339-0	Qn	L	HP:0001943
LOINC:2339-0	Qn	N	HP:0011015
LOINC:2339-0	Qn	H	HP:0003074
LOINC:2340-8	Qn	L	HP:0001943
LOINC:2340-8	Qn	N	HP:0011015
LOINC:2340-8	Qn	H	HP:0003074
LOINC:2341-6	Qn	L	HP:0001943
LOINC:2341-6	Qn	N	HP:0011015
LOINC:2341-6	Qn	H	HP:0003074
LOINC:2342-4	Qn	L	HP:0011972
LOINC:2342-4	Qn	N	HP:0031884
LOINC:2342-4	Qn	H	HP:0031885
LOINC:2345-7	Qn	L	HP:0001943
LOINC:2345-7	Qn	N	HP:0011015
LOINC:2345-7	Qn	H	HP:0003074
LOINC:2349-9	Ord	NEG	HP:0003076
LOINC:2349-9	Ord	POS	HP:0003076
LOINC:2350-7	Qn	N	HP:0003076
LOINC:2350-7	Qn	H	HP:0003076
LOINC:2351-5	Qn	N	HP:0003076
LOINC:2351-5	Qn	H	HP:0003076
LOINC:2356-4	Ord	NEG	HP:0410184
LOINC:2356-4	Ord	POS	HP:0410189
LOINC:2358-0	Ord	NEG	HP:0410177
LOINC:2358-0	Ord	POS	HP:0410178
LOINC:2360-6	Qn	L	HP:0410190
LOINC:2360-6	Qn	N	HP:0410183
LOINC:2360-6	Qn	H	HP:0410191
LOINC:2396-0	Qn	N	HP:0031981
LOINC:2396-0	Qn	H	HP:0031981
LOINC:2398-6	Ord	NEG	HP:0003541
LOINC:2398-6	Ord	POS	HP:0003541
LOINC:2399-4	Qn	N	HP:0003541
LOINC:2399-4	Qn	H	HP:0003541
LOINC:2458-8	Qn	L	HP:0002720
LOINC:2458-8	Qn	N	HP:0410240
LOINC:2458-8	Qn	H	HP:0003261
LOINC:2460-4	Qn	L	HP:0410245
LOINC:2460-4	Qn	N	HP:0410244
LOINC:2460-4	Qn	H	HP:0410246
LOINC:2461-2	Qn	L	HP:0410245
LOINC:2461-2	Qn	N	HP:0410244
LOINC:2461-2	Qn	H	HP:0410246
LOINC:2465-3	Qn	L	HP:0004315
LOINC:2465-3	Qn	N	HP:0410242
LOINC:2465-3	Qn	H	HP:0003237
LOINC:2466-1	Qn	L	HP:0032136
LOINC:2466-1	Qn	N	HP:0410242
LOINC:2466-1	Qn	H	HP:0032298
LOINC:2467-9	Qn	L	HP:0008348
LOINC:2467-9	Qn	N	HP:0410242
LOINC:2467-9	Qn	H	HP:0032299
LOINC:2468-7	Qn	L	HP:0032137
LOINC:2468-7	Qn	N	HP:0410242
LOINC:2469-5	Qn	L	HP:0032138
LOINC:2469-5	Qn	N	HP:0410242
LOINC:2472-9	Qn	L	HP:0002850
LOINC:2472-9	Qn	N	HP:0410243
LOINC:2472-9	Qn	H	HP:0003496
LOINC:2484-4	Qn	L	HP:0030353
LOINC:2484-4	Qn	N	HP:0030352
LOINC:2484-4	Qn	H	HP:0030269
LOINC:2498-4	Qn	L	HP:0040303
LOINC:2498-4	Qn	N	HP:0040130
LOINC:2498-4	Qn	H	HP:0003452
LOINC:2500-7	Qn	L	HP:0011031
LOINC:2500-7	Qn	N	HP:0011031
LOINC:2500-7	Qn	H	HP:0025196
LOINC:2502-3	Qn	L	HP:0040303
LOINC:2502-3	Qn	N	HP:0040130
LOINC:2502-3	Qn	H	HP:0003452
LOINC:2513-0	Ord	NEG	HP:0410175
LOINC:2513-0	Ord	POS	HP:0410175
LOINC:2514-8	Ord	NEG	HP:0002919
LOINC:2514-8	Ord	POS	HP:0002919
LOINC:2518-9	Qn	N	HP:0002151
LOINC:2518-9	Qn	H	HP:0002151
LOINC:2519-7	Qn	N	HP:0002151
LOINC:2519-7	Qn	H	HP:0002151
LOINC:2520-5	Qn	L	HP:0030086
LOINC:2520-5	Qn	N	HP:0030085
LOINC:2520-5	Qn	H	HP:0002490
LOINC:2524-7	Qn	N	HP:0002151
LOINC:2524-7	Qn	H	HP:0002151
LOINC:2532-0	Qn	N	HP:0045040
LOINC:2532-0	Qn	H	HP:0025435
LOINC:2537-9	Qn	N	HP:0045040
LOINC:2537-9	Qn	H	HP:0025435
LOINC:2550-2	Qn	N	HP:0002151
LOINC:2550-2	Qn	H	HP:0002151
LOINC:2569-2	Qn	L	HP:0045014
LOINC:2569-2	Qn	N	HP:0003119
LOINC:2569-2	Qn	H	HP:0003077
LOINC:2571-8	Qn	L	HP:0012153
LOINC:2571-8	Qn	N	HP:0003119
LOINC:2571-8	Qn	H	HP:0002155
LOINC:2572-6	Qn	L	HP:0031209
LOINC:2572-6	Qn	N	HP:0012379
LOINC:2572-6	Qn	H	HP:0012379
LOINC:2578-3	Qn	L	HP:0030344
LOINC:2578-3	Qn	N	HP:0030345
LOINC:2578-3	Qn	H	HP:0011969
LOINC:2579-1	Qn	L	HP:0030344
LOINC:2579-1	Qn	N	HP:0030345
LOINC:2579-1	Qn	H	HP:0011969
LOINC:2582-5	Qn	L	HP:0030344
LOINC:2582-5	Qn	N	HP:0030345
LOINC:2582-5	Qn	H	HP:0011969
LOINC:2583-3	Qn	L	HP:0030344
LOINC:2583-3	Qn	N	HP:0030345
LOINC:2583-3	Qn	H	HP:0011969
LOINC:2598-1	Qn	N	HP:0012607
LOINC:2598-1	Qn	H	HP:0012608
LOINC:2601-3	Qn	L	HP:0002917
LOINC:2601-3	Qn	N	HP:0004921
LOINC:2601-3	Qn	H	HP:0002918
LOINC:2614-6	Qn	N	HP:0012119
LOINC:2614-6	Qn	H	HP:0012119
LOINC:2629-4	Qn	N	HP:0002912
LOINC:2629-4	Qn	H	HP:0002912
LOINC:2640-1	Ord	NEG	HP:0002913
LOINC:2640-1	Ord	POS	HP:0002913
LOINC:2657-5	Qn	N	HP:0031812
LOINC:2657-5	Qn	H	HP:0031812
LOINC:2697-1	Qn	L	HP:0031429
LOINC:2697-1	Qn	N	HP:0031427
LOINC:2697-1	Qn	H	HP:0031428
LOINC:2701-1	Qn	N	HP:0003159
LOINC:2701-1	Qn	H	HP:0003159
LOINC:2703-7	Qn	L	HP:0012418
LOINC:2703-7	Qn	N	HP:0500165
LOINC:2703-7	Qn	H	HP:0012419
LOINC:2704-5	Qn	L	HP:0012418
LOINC:2704-5	Qn	N	HP:0500165
LOINC:2704-5	Qn	H	HP:0012419
LOINC:2708-6	Qn	L	HP:0012418
LOINC:2708-6	Qn	N	HP:0500165
LOINC:2708-6	Qn	H	HP:0012419
LOINC:2709-4	Qn	L	HP:0012418
LOINC:2709-4	Qn	N	HP:0500165
LOINC:2709-4	Qn	H	HP:0012419
LOINC:2731-8	Qn	L	HP:0000829
LOINC:2731-8	Qn	N	HP:0011767
LOINC:2731-8	Qn	H	HP:0000843
LOINC:2744-1	Qn	L	HP:0032368
LOINC:2744-1	Qn	N	HP:0004360
LOINC:2744-1	Qn	H	HP:0032369
LOINC:2745-8	Qn	L	HP:0032368
LOINC:2745-8	Qn	N	HP:0004360
LOINC:2745-8	Qn	H	HP:0032369
LOINC:2746-6	Qn	L	HP:0032368
LOINC:2746-6	Qn	N	HP:0004360
LOINC:2746-6	Qn	H	HP:0032369
LOINC:2753-2	Qn	L	HP:0001941
LOINC:2753-2	Qn	N	HP:0004360
LOINC:2753-2	Qn	H	HP:0001948
LOINC:2756-5	Qn	L	HP:0032368
LOINC:2756-5	Qn	N	HP:0004360
LOINC:2756-5	Qn	H	HP:0032369
LOINC:2765-6	Qn	L	HP:0500141
LOINC:2765-6	Qn	N	HP:0010893
LOINC:2765-6	Qn	H	HP:0004923
LOINC:2777-1	Qn	L	HP:0002148
LOINC:2777-1	Qn	N	HP:0100529
LOINC:2777-1	Qn	H	HP:0002905
LOINC:2778-9	Qn	L	HP:0012365
LOINC:2778-9	Qn	N	HP:0012599
LOINC:2778-9	Qn	H	HP:0003109
LOINC:2809-2	Ord	NEG	HP:0003110
LOINC:2809-2	Ord	POS	HP:0012217
LOINC:2823-3	Qn	L	HP:0002900
LOINC:2823-3	Qn	N	HP:0011042
LOINC:2823-3	Qn	H	HP:0002153
LOINC:2828-2	Qn	N	HP:0012598
LOINC:2828-2	Qn	H	HP:0003081
LOINC:2829-0	Qn	L	HP:0012364
LOINC:2829-0	Qn	N	HP:0012598
LOINC:2829-0	Qn	H	HP:0003081
LOINC:2842-3	Qn	L	HP:0008202
LOINC:2842-3	Qn	N	HP:0040086
LOINC:2842-3	Qn	H	HP:0000870
LOINC:2857-1	Qn	N	HP:0010876
LOINC:2857-1	Qn	H	HP:0025020
LOINC:2862-1	Qn	L	HP:0003073
LOINC:2862-1	Qn	N	HP:0012116
LOINC:2862-1	Qn	H	HP:0012117
LOINC:2871-2	Qn	N	HP:0025465
LOINC:2880-3	Qn	L	HP:0025457
LOINC:2880-3	Qn	N	HP:0025456
LOINC:2880-3	Qn	H	HP:0002922
LOINC:2885-2	Qn	L	HP:0003075
LOINC:2885-2	Qn	N	HP:0010876
LOINC:2885-2	Qn	H	HP:0002152
LOINC:2887-8	Ord	NEG	HP:0003110
LOINC:2887-8	Ord	POS	HP:0000093
LOINC:2888-6	Qn	N	HP:0000093
LOINC:2888-6	Qn	H	HP:0000093
LOINC:2889-4	Qn	N	HP:0003110
LOINC:2889-4	Qn	H	HP:0000093
LOINC:2890-2	Qn	N	HP:0000093
LOINC:2890-2	Qn	H	HP:0000093
LOINC:2915-7	Qn	L	HP:0003351
LOINC:2915-7	Qn	N	HP:0040084
LOINC:2915-7	Qn	H	HP:0000848
LOINC:2942-1	Qn	L	HP:0031438
LOINC:2942-1	Qn	N	HP:0031438
LOINC:2947-0	Qn	L	HP:0002902
LOINC:2947-0	Qn	N	HP:0010931
LOINC:2947-0	Qn	H	HP:0003228
LOINC:2951-2	Qn	L	HP:0002902
LOINC:2951-2	Qn	N	HP:0010931
LOINC:2951-2	Qn	H	HP:0003228
LOINC:2955-3	Qn	L	HP:0012604
LOINC:2955-3	Qn	N	HP:0012603
LOINC:2955-3	Qn	H	HP:0012605
LOINC:2956-1	Qn	L	HP:0012604
LOINC:2956-1	Qn	N	HP:0012603
LOINC:2956-1	Qn	H	HP:0012605
LOINC:2965-2	Qn	L	HP:0003158
LOINC:2965-2	Qn	N	HP:0003110
LOINC:2966-0	Qn	L	HP:0003158
LOINC:2966-0	Qn	N	HP:0003110
LOINC:2982-7	Qn	N	HP:0003166
LOINC:2982-7	Qn	H	HP:0003166
LOINC:2986-8	Qn	L	HP:0040171
LOINC:2986-8	Qn	N	HP:0030087
LOINC:2986-8	Qn	H	HP:0030088
LOINC:2991-8	Qn	L	HP:0040171
LOINC:2991-8	Qn	N	HP:0030087
LOINC:2991-8	Qn	H	HP:0030088
LOINC:3013-0	Qn	N	HP:0025483
LOINC:3013-0	Qn	H	HP:0025484
LOINC:3016-3	Qn	L	HP:0031098
LOINC:3016-3	Qn	N	HP:0031097
LOINC:3016-3	Qn	H	HP:0002925
LOINC:3024-7	Qn	L	HP:0031507
LOINC:3024-7	Qn	N	HP:0031505
LOINC:3024-7	Qn	H	HP:0031506
LOINC:3026-2	Qn	L	HP:0031507
LOINC:3026-2	Qn	N	HP:0031505
LOINC:3026-2	Qn	H	HP:0031506
LOINC:3034-6	Qn	L	HP:0032387
LOINC:3034-6	Qn	N	HP:0032385
LOINC:3034-6	Qn	H	HP:0032386
LOINC:3040-3	Qn	L	HP:0031209
LOINC:3040-3	Qn	N	HP:0033477
LOINC:3040-3	Qn	H	HP:0033478
LOINC:3051-0	Qn	L	HP:0031507
LOINC:3051-0	Qn	N	HP:0031505
LOINC:3051-0	Qn	H	HP:0031506
LOINC:3053-6	Qn	L	HP:0032210
LOINC:3053-6	Qn	N	HP:0032209
LOINC:3053-6	Qn	H	HP:0011788
LOINC:3069-2	Ord	NEG	HP:0500134
LOINC:3069-2	Ord	POS	HP:0500134
LOINC:3079-1	Qn	L	HP:0500133
LOINC:3079-1	Qn	N	HP:0010917
LOINC:3079-1	Qn	H	HP:0003231
LOINC:3084-1	Qn	L	HP:0003537
LOINC:3084-1	Qn	N	HP:0004369
LOINC:3084-1	Qn	H	HP:0002149
LOINC:3086-6	Qn	L	HP:0011935
LOINC:3086-6	Qn	N	HP:0012610
LOINC:3086-6	Qn	H	HP:0012611
LOINC:3087-4	Qn	L	HP:0011935
LOINC:3087-4	Qn	N	HP:0012610
LOINC:3087-4	Qn	H	HP:0012611
LOINC:3094-0	Qn	L	HP:0031969
LOINC:3094-0	Qn	N	HP:0031970
LOINC:3094-0	Qn	H	HP:0003138
LOINC:3097-3	Qn	L	HP:0031969
LOINC:3097-3	Qn	N	HP:0031970
LOINC:3097-3	Qn	H	HP:0003138
LOINC:3099-9	Qn	L	HP:0410195
LOINC:3099-9	Qn	N	HP:0410193
LOINC:3099-9	Qn	H	HP:0410194
LOINC:3105-4	Ord	NEG	HP:0500114
LOINC:3105-4	Ord	POS	HP:0500115
LOINC:3106-2	Qn	N	HP:0500114
LOINC:3106-2	Qn	H	HP:0500115
LOINC:3107-0	Qn	L	HP:0032473
LOINC:3107-0	Qn	N	HP:0032472
LOINC:3107-0	Qn	H	HP:0031890
LOINC:3108-8	Qn	N	HP:0031890
LOINC:3108-8	Qn	H	HP:0031890
LOINC:3109-6	Qn	N	HP:0031890
LOINC:3109-6	Qn	H	HP:0031890
LOINC:3137-7	Qn	L	HP:0004322
LOINC:3137-7	Qn	N	HP:0000002
LOINC:3137-7	Qn	H	HP:0000098
LOINC:3141-9	Qn	L	HP:0004325
LOINC:3141-9	Qn	N	HP:0004323
LOINC:3141-9	Qn	H	HP:0004324
LOINC:3173-2	Qn	N	HP:0001928
LOINC:3173-2	Qn	H	HP:0003645
LOINC:3188-0	Qn	L	HP:0011858
LOINC:3188-0	Qn	N	HP:0010989
LOINC:3193-0	Qn	L	HP:0003225
LOINC:3193-0	Qn	N	HP:0031899
LOINC:3193-0	Qn	H	HP:0011996
LOINC:3198-9	Qn	L	HP:0008169
LOINC:3198-9	Qn	N	HP:0010988
LOINC:3204-5	Qn	L	HP:0003125
LOINC:3204-5	Qn	N	HP:0030976
LOINC:3209-4	Qn	L	HP:0003125
LOINC:3209-4	Qn	N	HP:0030976
LOINC:3209-4	Qn	H	HP:0030977
LOINC:3218-5	Qn	L	HP:0008321
LOINC:3218-5	Qn	N	HP:0010990
LOINC:3226-8	Qn	L	HP:0001929
LOINC:3226-8	Qn	N	HP:0010989
LOINC:3232-6	Qn	L	HP:0004841
LOINC:3232-6	Qn	N	HP:0010989
LOINC:3240-9	Qn	L	HP:0008357
LOINC:3240-9	Qn	N	HP:0008357
LOINC:3243-3	Qn	L	HP:0032198
LOINC:3243-3	Qn	N	HP:0032199
LOINC:3243-3	Qn	H	HP:0008151
LOINC:3255-7	Qn	L	HP:0011900
LOINC:3255-7	Qn	N	HP:0011898
LOINC:3255-7	Qn	H	HP:0011899
LOINC:3285-4	Qn	N	HP:0003613
LOINC:3285-4	Qn	H	HP:0003613
LOINC:3286-2	Qn	N	HP:0003613
LOINC:3286-2	Qn	H	HP:0003613
LOINC:3287-0	Qn	N	HP:0003613
LOINC:3287-0	Qn	H	HP:0003613
LOINC:3297-9	Ord	NEG	HP:0410172
LOINC:3297-9	Ord	POS	HP:0410283
LOINC:3298-7	Qn	N	HP:0410172
LOINC:3298-7	Qn	H	HP:0410283
LOINC:3349-8	Ord	NEG	HP:0500112
LOINC:3349-8	Ord	POS	HP:0500112
LOINC:3376-1	Ord	NEG	HP:0500116
LOINC:3376-1	Ord	POS	HP:0500116
LOINC:3377-9	Ord	NEG	HP:0500109
LOINC:3377-9	Ord	POS	HP:0500109
LOINC:3387-8	Nom	H	HP:0500111
LOINC:3387-8	Nom	POS	HP:0500111
LOINC:3387-8	Nom	NEG	HP:0031840
LOINC:3387-8	Nom	N	HP:0031840
LOINC:3390-2	Ord	NEG	HP:0500111
LOINC:3390-2	Ord	POS	HP:0500111
LOINC:3393-6	Ord	NEG	HP:0500108
LOINC:3393-6	Ord	POS	HP:0500108
LOINC:3394-4	Qn	N	HP:0500108
LOINC:3394-4	Qn	H	HP:0500108
LOINC:3397-7	Ord	NEG	HP:0500108
LOINC:3397-7	Ord	POS	HP:0500108
LOINC:3427-2	Ord	NEG	HP:0500110
LOINC:3427-2	Ord	POS	HP:0500110
LOINC:3771-3	Ord	NEG	HP:0410207
LOINC:3771-3	Ord	POS	HP:0410207
LOINC:3772-1	Qn	N	HP:0410207
LOINC:3772-1	Qn	H	HP:0410207
LOINC:3773-9	Ord	NEG	HP:0031841
LOINC:3773-9	Ord	POS	HP:0031841
LOINC:3774-7	Qn	N	HP:0031841
LOINC:3774-7	Qn	H	HP:0031841
LOINC:3775-4	Qn	N	HP:0031841
LOINC:3775-4	Qn	H	HP:0031841
LOINC:3870-3	Ord	NEG	HP:0410172
LOINC:3870-3	Ord	POS	HP:0410284
LOINC:3871-1	Ord	NEG	HP:0410290
LOINC:3871-1	Ord	POS	HP:0410290
LOINC:3879-4	Ord	NEG	HP:0500113
LOINC:3879-4	Ord	POS	HP:0500113
LOINC:3947-9	Ord	NEG	HP:0410172
LOINC:3947-9	Ord	POS	HP:0500116
LOINC:4485-9	Qn	L	HP:0005421
LOINC:4485-9	Qn	N	HP:0005339
LOINC:4498-2	Qn	L	HP:0045042
LOINC:4498-2	Qn	N	HP:0005339
LOINC:4532-8	Qn	L	HP:0031906
LOINC:4532-8	Qn	N	HP:0031904
LOINC:4532-8	Qn	H	HP:0031905
LOINC:4537-7	Qn	L	HP:0025022
LOINC:4537-7	Qn	N	HP:0025021
LOINC:4537-7	Qn	H	HP:0003565
LOINC:4542-7	Qn	L	HP:0020181
LOINC:4542-7	Qn	N	HP:0020179
LOINC:4542-7	Qn	H	HP:0020180
LOINC:4543-5	Qn	L	HP:0020181
LOINC:4543-5	Qn	N	HP:0020179
LOINC:4543-5	Qn	H	HP:0020180
LOINC:4544-3	Qn	L	HP:0031851
LOINC:4544-3	Qn	N	HP:0031850
LOINC:4544-3	Qn	H	HP:0001899
LOINC:4545-0	Qn	L	HP:0031851
LOINC:4545-0	Qn	N	HP:0031850
LOINC:4545-0	Qn	H	HP:0001899
LOINC:4546-8	Qn	L	HP:0011905
LOINC:4546-8	Qn	N	HP:0011902
LOINC:4548-4	Qn	L	HP:0011905
LOINC:4548-4	Qn	N	HP:0011902
LOINC:4548-4	Qn	H	HP:0040217
LOINC:4551-8	Qn	L	HP:0011905
LOINC:4551-8	Qn	N	HP:0011902
LOINC:4552-6	Qn	L	HP:0011905
LOINC:4552-6	Qn	N	HP:0011902
LOINC:4552-6	Qn	H	HP:0011902
LOINC:4561-7	Qn	N	HP:0011902
LOINC:4561-7	Qn	H	HP:0032146
LOINC:4563-3	Qn	L	HP:0032146
LOINC:4563-3	Qn	N	HP:0032146
LOINC:4563-3	Qn	H	HP:0032146
LOINC:4576-5	Qn	N	HP:0011902
LOINC:4576-5	Qn	H	HP:0011904
LOINC:4622-7	Ord	NEG	HP:0011902
LOINC:4622-7	Ord	POS	HP:0045047
LOINC:4636-7	Qn	N	HP:0003641
LOINC:4636-7	Qn	H	HP:0003641
LOINC:4644-1	Ord	NEG	HP:0003110
LOINC:4644-1	Ord	POS	HP:0012543
LOINC:4659-9	Qn	L	HP:0004852
LOINC:4659-9	Qn	N	HP:0004379
LOINC:4659-9	Qn	H	HP:0008318
LOINC:4679-7	Qn	L	HP:0001896
LOINC:4679-7	Qn	N	HP:0004312
LOINC:4679-7	Qn	H	HP:0001923
LOINC:5037-7	Qn	N	HP:0030208
LOINC:5037-7	Qn	H	HP:0030208
LOINC:5038-5	Qn	N	HP:0030208
LOINC:5038-5	Qn	H	HP:0030208
LOINC:5039-3	Qn	N	HP:0030208
LOINC:5039-3	Qn	H	HP:0030208
LOINC:5047-6	Qn	N	HP:0003493
LOINC:5047-6	Qn	H	HP:0003493
LOINC:5117-7	Ord	NEG	HP:0100778
LOINC:5117-7	Ord	POS	HP:0100778
LOINC:5380-1	Qn	N	HP:0030057
LOINC:5380-1	Qn	H	HP:0032069
LOINC:5381-9	Qn	N	HP:0030057
LOINC:5381-9	Qn	H	HP:0032069
LOINC:5475-9	Qn	L	HP:0031384
LOINC:5475-9	Qn	N	HP:0031383
LOINC:5481-7	Qn	L	HP:0001983
LOINC:5481-7	Qn	N	HP:0031383
LOINC:5567-3	Ord	NEG	HP:0001946
LOINC:5567-3	Ord	POS	HP:0032533
LOINC:5583-0	Qn	N	HP:0410172
LOINC:5583-0	Qn	H	HP:0032450
LOINC:5631-7	Qn	L	HP:0011967
LOINC:5631-7	Qn	N	HP:0010836
LOINC:5631-7	Qn	H	HP:0032254
LOINC:5633-3	Qn	L	HP:0045035
LOINC:5633-3	Qn	N	HP:0045036
LOINC:5633-3	Qn	H	HP:0010839
LOINC:5683-8	Qn	L	HP:0002917
LOINC:5683-8	Qn	N	HP:0004921
LOINC:5683-8	Qn	H	HP:0002918
LOINC:5763-8	Qn	L	HP:0031831
LOINC:5763-8	Qn	N	HP:0008277
LOINC:5763-8	Qn	H	HP:0011424
LOINC:5769-5	Qn	N	HP:0012461
LOINC:5769-5	Qn	H	HP:0012461
LOINC:5770-3	Ord	NEG	HP:0031811
LOINC:5770-3	Ord	POS	HP:0031811
LOINC:5771-1	Ord	NEG	HP:0031811
LOINC:5771-1	Ord	POS	HP:0031811
LOINC:5778-6	Nom	SNOMEDCT:449091000124108	HP:0032003
LOINC:5778-6	Nom	SNOMEDCT:449111000124104	HP:0040317
LOINC:5778-6	Nom	SNOMEDCT:449051000124102	HP:0040318
LOINC:5778-6	Nom	SNOMEDCT:449071000124107	HP:0032001
LOINC:5778-6	Nom	SNOMEDCT:449081000124105	HP:0032002
LOINC:5778-6	Nom	SNOMEDCT:449101000124102	HP:0040320
LOINC:5778-6	Nom	SNOMEDCT:449061000124100	HP:0040322
LOINC:5783-6	Ord	NEG	HP:0003110
LOINC:5783-6	Ord	POS	HP:0020074
LOINC:5784-4	Ord	NEG	HP:0003355
LOINC:5784-4	Ord	POS	HP:0003131
LOINC:5792-7	Qn	N	HP:0003076
LOINC:5792-7	Qn	H	HP:0003076
LOINC:5794-3	Ord	NEG	HP:0003641
LOINC:5794-3	Ord	POS	HP:0003641
LOINC:5796-8	Qn	N	HP:0031200
LOINC:5796-8	Qn	H	HP:0031200
LOINC:5797-6	Qn	N	HP:0002919
LOINC:5797-6	Qn	H	HP:0002919
LOINC:5798-4	Ord	NEG	HP:0020075
LOINC:5798-4	Ord	POS	HP:0020075
LOINC:5802-4	Ord	NEG	HP:0031812
LOINC:5802-4	Ord	POS	HP:0031812
LOINC:5803-2	Qn	N	HP:0012072
LOINC:5803-2	Qn	H	HP:0012072
LOINC:5804-0	Qn	N	HP:0000093
LOINC:5804-0	Qn	H	HP:0000093
LOINC:5808-1	Qn	N	HP:0002907
LOINC:5808-1	Qn	H	HP:0002907
LOINC:5810-7	Qn	L	HP:0003158
LOINC:5810-7	Qn	N	HP:0003110
LOINC:5811-5	Qn	L	HP:0003158
LOINC:5811-5	Qn	N	HP:0003110
LOINC:5818-0	Ord	NEG	HP:0031890
LOINC:5818-0	Ord	POS	HP:0031890
LOINC:5820-6	Qn	N	HP:0031197
LOINC:5820-6	Qn	H	HP:0012616
LOINC:5821-4	Qn	N	HP:0012614
LOINC:5821-4	Qn	H	HP:0012085
LOINC:5901-4	Qn	L	HP:0032198
LOINC:5901-4	Qn	N	HP:0032199
LOINC:5901-4	Qn	H	HP:0008151
LOINC:5902-2	Qn	L	HP:0032198
LOINC:5902-2	Qn	N	HP:0032199
LOINC:5902-2	Qn	H	HP:0008151
LOINC:5905-5	Qn	L	HP:0012312
LOINC:5905-5	Qn	N	HP:0012310
LOINC:5905-5	Qn	H	HP:0012311
LOINC:5946-9	Qn	N	HP:0001928
LOINC:5946-9	Qn	H	HP:0003645
LOINC:5964-2	Qn	N	HP:0008151
LOINC:5964-2	Qn	H	HP:0008151
LOINC:6018-6	Qn	N	HP:0410248
LOINC:6018-6	Qn	H	HP:0410248
LOINC:6019-4	Qn	N	HP:0410230
LOINC:6019-4	Qn	H	HP:0410230
LOINC:6020-2	Qn	N	HP:0410232
LOINC:6020-2	Qn	H	HP:0410232
LOINC:6021-0	Qn	N	HP:0410228
LOINC:6021-0	Qn	H	HP:0410228
LOINC:6022-8	Qn	N	HP:0410234
LOINC:6022-8	Qn	H	HP:0410234
LOINC:6023-6	Qn	N	HP:0410232
LOINC:6023-6	Qn	H	HP:0410232
LOINC:6024-4	Qn	N	HP:0410232
LOINC:6024-4	Qn	H	HP:0410232
LOINC:6025-1	Qn	N	HP:0410232
LOINC:6025-1	Qn	H	HP:0410232
LOINC:6026-9	Qn	N	HP:0410232
LOINC:6026-9	Qn	H	HP:0410232
LOINC:6027-7	Qn	N	HP:0410232
LOINC:6027-7	Qn	H	HP:0410232
LOINC:6029-3	Qn	N	HP:0410232
LOINC:6029-3	Qn	H	HP:0410232
LOINC:6030-1	Qn	N	HP:0410226
LOINC:6030-1	Qn	H	HP:0410226
LOINC:6031-9	Qn	N	HP:0410221
LOINC:6031-9	Qn	H	HP:0410221
